ENM_CNRA_SI_CCD_C17C003,ieatenmc17c003,single-instance
ENM_CNRA_SI_CCD_C17C004,ieatenmc17c004,single-instance
ENM_CNRA_SI_CCD_C17C005,ieatenmc17c005,single-instance
ENM_CNRA_SI_CCD_C17C006,ieatenmc17c006,single-instance
ENM_CNRA_SI_CCD_C17C007,ieatenmc17c007,single-instance
ENM_CNRA_SI_CCD_C17C008,ieatenmc17c008,single-instance
ENM_CNRA_SI_CCD_C17C009,ieatenmc17c009,single-instance
ENM_CNRA_SI_CCD_C17C010,ieatenmc17c010,single-instance
ENM_CNRA_SI_CCD_C17C011,ieatenmc17c011,single-instance
ENM_CNRA_SI_CCD_C17C012,ieatenmc17c012,single-instance
ENM_CNRA_SI_CCD_C17C013,ieatenmc17c013,single-instance
ENM_CNRA_MI_CCD_C17C014,ieatenmc17c014,multi-instance
ENM_SCA_SI_CCD_C17C015,ieatenmc17c015,single-instance
ENM_SCA_SI_CCD_C17C016,ieatenmc17c016,single-instance
